"Age","Gender","HCCI_category","HCCI_subcategory","Year","spending_per_member","OOP_spending_per_member","adjusted_price","adjusted_utilization_per_1000","annual_pct_change_spending_per_member","annual_pct_change_adjusted_price","annual_pct_change_adjusted_utilization_per_1000"
"0-3","Female","RX","Hormones",2015,4.08,0.812,306.762,13.311,0.013,0.037,-0.024
"0-3","Female","RX","Hormones",2016,6.23,0.774,521.682,11.932,0.524,0.701,-0.104
"0-3","Female","RX","Hormones",2017,5.78,0.901,434.463,13.296,-0.072,-0.167,0.114
"0-3","Female","RX","Metabolic",2014,1.16,0.205,280.865,4.125,0,0,0
"0-3","Female","RX","Metabolic",2015,1.52,0.186,436.795,3.478,0.311,0.555,-0.157
"0-3","Female","RX","Metabolic",2016,2.16,0.187,584.1,3.702,0.424,0.337,0.065
"0-3","Female","RX","Metabolic",2017,3.14,0.236,807.936,3.881,0.45,0.383,0.048
"0-3","Female","RX","Miscellaneous",2014,1.81,0.216,289.876,6.226,0,0,0
"0-3","Female","RX","Miscellaneous",2015,2.53,0.166,473.737,5.332,0.4,0.634,-0.144
"0-3","Female","RX","Miscellaneous",2016,2.33,0.105,376.421,6.2,-0.076,-0.205,0.163
"0-3","Female","RX","Miscellaneous",2017,5.28,0.102,899.874,5.863,1.261,1.391,-0.054
"0-3","Female","RX","Respiratory",2014,7.64,1.253,240.792,31.714,0,0,0
"0-3","Female","RX","Respiratory",2015,7.91,1.292,235.319,33.617,0.036,-0.023,0.06
"0-3","Female","RX","Respiratory",2016,9.85,1.362,297.234,33.144,0.245,0.263,-0.014
"0-3","Female","RX","Respiratory",2017,11.19,1.378,343.038,32.613,0.136,0.154,-0.016
"0-3","Female","RX","Rheumatoid Arthritis",2014,0.79,0.047,1466.24,0.541,0,0,0
"0-3","Female","RX","Rheumatoid Arthritis",2015,0.67,0.031,2255.78,0.299,-0.151,0.538,-0.448
"0-3","Female","RX","Rheumatoid Arthritis",2016,1.03,0.052,2951.83,0.349,0.532,0.309,0.171
"0-3","Female","RX","Rheumatoid Arthritis",2017,1.31,0.055,3503.58,0.374,0.27,0.187,0.07
"0-3","Female","RX","Skin",2014,3.11,0.564,509.36,6.103,0,0,0
"0-3","Female","RX","Skin",2015,2.34,0.427,564.635,4.14,-0.248,0.109,-0.322
"0-3","Female","RX","Skin",2016,1.98,0.405,618.623,3.208,-0.151,0.096,-0.225
"0-3","Female","RX","Skin",2017,2.06,0.425,618.609,3.329,0.038,0,0.038
"0-3","Female","RX","Smooth Muscle Relaxants",2014,0.01,0.001,318.781,0.028,0,0,0
"0-3","Female","RX","Smooth Muscle Relaxants",2015,0,0,126.963,0.01,-0.858,-0.602,-0.642
"0-3","Female","RX","Vaccines",2014,0.01,0.002,264.66,0.055,0,0,0
"0-3","Female","RX","Vaccines",2015,0.04,0.012,603.882,0.072,2.017,1.282,0.322
"0-3","Female","RX","Vaccines",2016,0.03,0.005,380.483,0.065,-0.431,-0.37,-0.097
"0-3","Female","RX","Vaccines",2017,0.02,0.003,615.867,0.028,-0.312,0.619,-0.575
"0-3","Female","RX","Vitamins",2014,0.23,0.05,59,3.869,0,0,0
"0-3","Female","RX","Vitamins",2015,0.3,0.051,85.236,3.484,0.301,0.445,-0.1
"0-3","Female","RX","Vitamins",2016,0.46,0.079,117.472,3.933,0.556,0.378,0.129
"0-3","Female","RX","Vitamins",2017,0.68,0.158,128.048,5.318,0.474,0.09,0.352
"0-3","Female","RX","All Prescription Drugs",2014,73.11,27.702,61.937,1180.46,0,0,0
"0-3","Female","RX","All Prescription Drugs",2015,74.82,28.608,63.571,1176.95,0.023,0.026,-0.003
"0-3","Female","RX","All Prescription Drugs",2016,74.6,28.883,65.347,1141.6,-0.003,0.028,-0.03
"0-3","Female","RX","All Prescription Drugs",2017,70.67,27.002,62.383,1132.77,-0.053,-0.045,-0.008
"0-3","Female","RX","Anti-Infectives",2014,25.3,12.661,68.601,368.8,0,0,0
"0-3","Female","RX","Anti-Infectives",2015,26.79,13.466,70.693,378.932,0.059,0.03,0.027
"0-3","Female","RX","Anti-Infectives",2016,26.87,14.033,71.774,374.351,0.003,0.015,-0.012
"0-3","Female","RX","Anti-Infectives",2017,27.95,13.438,75.782,368.808,0.04,0.056,-0.015
"0-3","Female","RX","Antihistamines",2014,0.38,0.227,19.627,19.272,0,0,0
"0-3","Female","RX","Antihistamines",2015,0.36,0.224,18.687,19.013,-0.061,-0.048,-0.013
"0-3","Female","RX","Antihistamines",2016,0.31,0.191,20.47,15.067,-0.132,0.095,-0.208
"0-3","Female","RX","Antihistamines",2017,0.26,0.153,16.105,15.967,-0.166,-0.213,0.06
"0-3","Female","RX","Autonomic",2014,9.66,2.352,167.721,57.574,0,0,0
"0-3","Female","RX","Autonomic",2015,11.74,2.562,210.902,55.654,0.216,0.257,-0.033
"0-3","Female","RX","Autonomic",2016,14.67,2.843,292.073,50.222,0.25,0.385,-0.098
"0-3","Female","RX","Autonomic",2017,10.41,2.136,217.977,47.733,-0.291,-0.254,-0.05
"0-3","Female","RX","Blood",2014,0.1,0.017,27.894,3.504,0,0,0
"0-3","Female","RX","Blood",2015,0.12,0.02,32.657,3.564,0.191,0.171,0.017
"0-3","Female","RX","Blood",2016,0.09,0.01,24.455,3.635,-0.236,-0.251,0.02
"0-3","Female","RX","Blood",2017,0.12,0.01,77.756,1.515,0.325,2.179,-0.583
"0-3","Female","RX","Cardiovascular",2014,0.33,0.15,24.764,13.222,0,0,0
"0-3","Female","RX","Cardiovascular",2015,0.3,0.136,22.921,13.169,-0.078,-0.074,-0.004
"0-3","Female","RX","Cardiovascular",2016,0.26,0.132,21.111,12.397,-0.133,-0.079,-0.059
"0-3","Female","RX","Cardiovascular",2017,0.28,0.131,21.699,13.093,0.086,0.028,0.056
"0-3","Female","RX","Central Nervous System",2014,1.68,0.528,49.849,33.637,0,0,0
"0-3","Female","RX","Central Nervous System",2015,1.62,0.505,48.893,33.119,-0.034,-0.019,-0.015
"0-3","Female","RX","Central Nervous System",2016,1.53,0.47,47.256,32.287,-0.058,-0.033,-0.025
"0-3","Female","RX","Central Nervous System",2017,1.72,0.423,54.634,31.395,0.124,0.156,-0.028
"0-3","Female","RX","Chemotherapy",2014,0.07,0.014,61.856,1.086,0,0,0
"0-3","Female","RX","Chemotherapy",2015,0.11,0.008,114.795,0.972,0.661,0.856,-0.105
"0-3","Female","RX","Chemotherapy",2016,0.12,0.016,81.535,1.425,0.041,-0.29,0.466
"0-3","Female","RX","Chemotherapy",2017,0.05,0.016,49.549,1.004,-0.572,-0.392,-0.295
"0-3","Female","RX","Devices",2014,0.14,0.045,218.031,0.639,0,0,0
"0-3","Female","RX","Devices",2015,0.14,0.037,272.235,0.501,-0.02,0.249,-0.215
"0-3","Female","RX","Devices",2016,0.17,0.044,324.391,0.521,0.237,0.192,0.038
"0-3","Female","RX","Devices",2017,0.05,0.025,359.174,0.141,-0.7,0.107,-0.729
"0-3","Female","RX","EENT",2014,3.18,1.917,33.875,93.897,0,0,0
"0-3","Female","RX","EENT",2015,3.96,2.148,41.432,95.466,0.244,0.223,0.017
"0-3","Female","RX","EENT",2016,3.77,2.059,42.055,89.584,-0.047,0.015,-0.062
"0-3","Female","RX","EENT",2017,5.21,2.282,55.639,93.671,0.383,0.323,0.046
"0-3","Female","RX","Enzymes",2015,0.23,0.002,5897.84,0.039,0,0,0
"0-3","Female","RX","Enzymes",2016,0.33,0.02,6990.99,0.047,0.457,0.185,0.229
"0-3","Female","RX","Enzymes",2017,0.21,0.008,7313.85,0.029,-0.362,0.046,-0.391
"0-3","Female","RX","Gastrointestinal",2014,3.29,1.8,23.834,138.128,0,0,0
"0-3","Female","RX","Gastrointestinal",2015,2.72,1.607,20.727,131.279,-0.173,-0.13,-0.05
"0-3","Female","RX","Gastrointestinal",2016,2.37,1.491,18.051,131.081,-0.13,-0.129,-0.002
"0-3","Female","RX","Gastrointestinal",2017,2.42,1.303,17.568,137.857,0.024,-0.027,0.052
"0-3","Female","RX","Hormones",2014,1.1,0.861,36.033,30.439,0,0,0
"0-3","Female","RX","Hormones",2015,1.09,0.867,36.076,30.32,-0.003,0.001,-0.004
"0-3","Female","RX","Hormones",2016,0.97,0.826,33.718,28.87,-0.11,-0.065,-0.048
"0-3","Female","RX","Hormones",2017,0.93,0.646,32.746,28.483,-0.042,-0.029,-0.013
"0-3","Female","RX","Metabolic",2014,0.26,0.124,21.397,12.333,0,0,0
"0-3","Female","RX","Metabolic",2015,0.37,0.229,26.022,14.352,0.415,0.216,0.164
"0-3","Female","RX","Metabolic",2016,0.47,0.197,29.283,16.187,0.269,0.125,0.128
"0-3","Female","RX","Metabolic",2017,0.54,0.213,29.839,18.166,0.144,0.019,0.122
"0-3","Female","RX","Miscellaneous",2014,0.33,0.06,9.213,36.04,0,0,0
"0-3","Female","RX","Miscellaneous",2015,0.6,0.051,13.376,45.084,0.816,0.452,0.251
"0-3","Female","RX","Miscellaneous",2016,0.68,0.056,14.915,45.373,0.122,0.115,0.006
"0-3","Female","RX","Miscellaneous",2017,0.55,0.044,12.298,44.689,-0.188,-0.175,-0.015
"0-3","Female","RX","Respiratory",2014,14.53,2.315,138.074,105.22,0,0,0
"0-3","Female","RX","Respiratory",2015,13.44,2.218,130.826,102.762,-0.075,-0.052,-0.023
"0-3","Female","RX","Respiratory",2016,11.8,2.056,124.339,94.883,-0.122,-0.05,-0.077
"0-3","Female","RX","Respiratory",2017,10.29,1.906,115.084,89.376,-0.128,-0.074,-0.058
"0-3","Female","RX","Skin",2014,11.68,3.828,75.828,153.965,0,0,0
"0-3","Female","RX","Skin",2015,9.99,3.685,69.014,144.786,-0.144,-0.09,-0.06
"0-3","Female","RX","Skin",2016,9.1,3.647,63.295,143.718,-0.09,-0.083,-0.007
"0-3","Female","RX","Skin",2017,8.64,3.569,58.631,147.405,-0.05,-0.074,0.026
"0-3","Female","RX","Smooth Muscle Relaxants",2014,0.02,0.008,16.484,1.221,0,0,0
"0-3","Female","RX","Smooth Muscle Relaxants",2015,0.02,0.009,15.255,1.041,-0.211,-0.075,-0.147
"0-3","Female","RX","Smooth Muscle Relaxants",2016,0.01,0.005,6.345,0.972,-0.612,-0.584,-0.066
"0-3","Female","RX","Smooth Muscle Relaxants",2017,0.01,0.006,7.44,1.075,0.296,0.173,0.106
"0-3","Female","RX","Vaccines",2014,0.01,0,1201.46,0.006,0,0,0
"0-3","Female","RX","Vaccines",2016,0,0,292.725,0,0,0,0
"0-3","Female","RX","Vitamins",2014,1.08,0.795,9.645,111.477,0,0,0
"0-3","Female","RX","Vitamins",2015,1.23,0.835,11.489,106.901,0.142,0.191,-0.041
"0-3","Female","RX","Vitamins",2016,1.11,0.788,10.94,100.982,-0.101,-0.048,-0.055
"0-3","Female","RX","Vitamins",2017,1.03,0.693,11.18,92.366,-0.065,0.022,-0.085
"0-3","Female","RX","All Prescription Drugs",2014,3.01,1.302,83.544,36.026,0,0,0
"0-3","Female","RX","All Prescription Drugs",2015,2.62,1.276,72.865,36.004,-0.128,-0.128,-0.001
"0-3","Female","RX","All Prescription Drugs",2016,1.87,0.836,78.792,23.724,-0.287,0.081,-0.341
"0-3","Female","RX","All Prescription Drugs",2017,1.83,0.616,76.89,23.803,-0.021,-0.024,0.003
"0-3","Female","RX","Anti-Infectives",2014,0.04,0.014,183.596,0.213,0,0,0
"0-3","Female","RX","Anti-Infectives",2015,0.02,0.012,156.692,0.106,-0.576,-0.147,-0.503
"0-3","Female","RX","Anti-Infectives",2016,0.01,0.003,114.538,0.042,-0.708,-0.269,-0.6
"0-3","Female","RX","Anti-Infectives",2017,0.01,0.003,92.521,0.066,0.269,-0.192,0.571
"0-3","Female","RX","Antihistamines",2014,0,0.004,132.293,0.034,0,0,0
"0-3","Female","RX","Antihistamines",2015,0,0.002,62.914,0.043,-0.396,-0.524,0.269
"0-3","Female","RX","Antihistamines",2016,0,0,63.891,0.015,-0.652,0.016,-0.658
"0-3","Female","RX","Antihistamines",2017,0,0,87.232,0.001,-0.9,0.365,-0.926
"0-3","Female","RX","Autonomic",2014,0.02,0.005,81.829,0.205,0,0,0
"0-3","Female","RX","Autonomic",2015,0,0.002,43.212,0.074,-0.809,-0.472,-0.638
"0-3","Female","RX","Autonomic",2016,0,0.003,57.843,0.047,-0.15,0.339,-0.365
"0-3","Female","RX","Autonomic",2017,0,0,136.905,0.018,-0.108,1.367,-0.623
"0-3","Female","RX","Blood",2014,0,0.001,88.728,0.019,0,0,0
"0-3","Female","RX","Blood",2015,0,0,93.8,0.008,-0.545,0.057,-0.569
"0-3","Female","RX","Cardiovascular",2014,0.03,0.012,58.039,0.463,0,0,0
"0-3","Female","RX","Cardiovascular",2015,0.02,0.008,72.957,0.318,-0.138,0.257,-0.315
"0-3","Female","RX","Cardiovascular",2016,0.01,0.004,44.145,0.103,-0.804,-0.395,-0.676
"0-3","Female","RX","Cardiovascular",2017,0,0.001,43.56,0.036,-0.658,-0.013,-0.654
"0-3","Female","RX","Central Nervous System",2014,0.02,0.004,168.255,0.112,0,0,0
"0-3","Female","RX","Central Nervous System",2015,0.01,0.004,50.644,0.161,-0.566,-0.699,0.443
"0-3","Female","RX","Central Nervous System",2016,0,0.003,46.376,0.079,-0.549,-0.084,-0.508
"0-3","Female","RX","Central Nervous System",2017,0,0,38.731,0.031,-0.678,-0.165,-0.615
"0-3","Female","RX","Chemotherapy",2014,0,0.002,93.316,0.038,0,0,0
"0-3","Female","RX","Chemotherapy",2015,0,0.001,81.228,0.024,-0.455,-0.13,-0.374
"0-3","Female","RX","Chemotherapy",2016,0.01,0.002,255.912,0.028,2.707,2.151,0.177
"0-3","Female","RX","Chemotherapy",2017,0,0,44.415,0.007,-0.957,-0.826,-0.75
"0-3","Female","RX","Devices",2014,0.86,0.562,56.027,15.322,0,0,0
"0-3","Female","RX","Devices",2015,0.93,0.606,58.352,15.974,0.086,0.042,0.043
"0-3","Female","RX","Devices",2016,1,0.6,62.956,15.816,0.068,0.079,-0.01
"0-3","Female","RX","Devices",2017,0.91,0.422,67.872,13.427,-0.085,0.078,-0.151
"0-3","Female","RX","Diagnostic",2014,0.55,0.06,235.207,2.335,0,0,0
"0-3","Female","RX","Diagnostic",2015,0.49,0.043,251.097,1.954,-0.107,0.068,-0.163
"0-3","Female","RX","Diagnostic",2016,0.49,0.043,269.171,1.816,-0.004,0.072,-0.07
"0-3","Female","RX","Diagnostic",2017,0.64,0.061,264.01,2.418,0.306,-0.019,0.332
"0-3","Female","RX","EENT",2014,0,0,18.308,0.001,0,0,0
"0-3","Female","RX","EENT",2015,0,0,99.643,0.001,2.746,4.443,-0.312
"0-3","Female","RX","Gastrointestinal",2014,0.17,0.08,55.69,3,0,0,0
"0-3","Female","RX","Gastrointestinal",2015,0.12,0.061,52.653,2.35,-0.26,-0.055,-0.217
"0-3","Female","RX","Gastrointestinal",2016,0.04,0.016,48.873,0.724,-0.714,-0.072,-0.692
"0-3","Female","RX","Gastrointestinal",2017,0.04,0.016,48.256,0.825,0.125,-0.013,0.139
"0-3","Female","RX","Heavy Metal Antagonists",2014,0,0,499.655,0.004,0,0,0
"0-3","Female","RX","Heavy Metal Antagonists",2017,0,0,50,0.009,0,0,0
"0-3","Female","RX","Hormones",2014,0.15,0.057,550.931,0.264,0,0,0
"0-3","Female","RX","Hormones",2015,0.01,0.005,142.091,0.058,-0.943,-0.742,-0.779
"0-3","Female","RX","Hormones",2016,0,0,86.386,0.034,-0.645,-0.392,-0.416
"0-3","Female","RX","Hormones",2017,0,0,34.363,0.004,-0.958,-0.602,-0.894
"0-3","Female","RX","Metabolic",2014,0.01,0.004,52.622,0.172,0,0,0
"0-3","Female","RX","Metabolic",2015,0,0.002,29.04,0.093,-0.702,-0.448,-0.46
"0-3","Female","RX","Metabolic",2016,0,0.002,22.312,0.07,-0.419,-0.232,-0.244
"0-3","Female","RX","Metabolic",2017,0,0.001,31.337,0.093,0.851,0.404,0.318
"0-3","Female","RX","Miscellaneous",2014,1.09,0.47,84.035,12.967,0,0,0
"0-3","Female","RX","Miscellaneous",2015,0.96,0.516,67.198,14.305,-0.118,-0.2,0.103
"0-3","Female","RX","Miscellaneous",2016,0.31,0.156,66.383,4.718,-0.674,-0.012,-0.67
"0-3","Female","RX","Miscellaneous",2017,0.22,0.106,33.258,6.624,-0.297,-0.499,0.404
"0-3","Female","RX","Respiratory",2014,0,0,80.067,0.024,0,0,0
"0-3","Female","RX","Respiratory",2015,0,0,23.331,0.017,-0.797,-0.709,-0.302
"0-3","Female","RX","Respiratory",2016,0,0,33.297,0.01,-0.179,0.427,-0.425
"0-3","Female","RX","Skin",2014,0.04,0.016,80.048,0.549,0,0,0
"0-3","Female","RX","Skin",2015,0.02,0.007,53.997,0.309,-0.621,-0.325,-0.438
"0-3","Female","RX","Skin",2016,0.01,0.003,33.527,0.184,-0.631,-0.379,-0.405
"0-3","Female","RX","Skin",2017,0.01,0.003,20.053,0.241,-0.213,-0.402,0.316
"0-3","Female","RX","Smooth Muscle Relaxants",2014,0,0,53.022,0.027,0,0,0
"0-3","Female","RX","Smooth Muscle Relaxants",2015,0,0,9.68,0.002,-0.985,-0.817,-0.916
"0-3","Female","RX","Vitamins",2014,0.03,0.009,109.654,0.277,0,0,0
"0-3","Female","RX","Vitamins",2015,0.03,0.007,148.709,0.21,0.027,0.356,-0.243
"0-3","Female","RX","Vitamins",2016,0,0,32.87,0.038,-0.96,-0.779,-0.818
"0-3","Female","RX","Vitamins",2017,0,0,91.657,0.003,-0.763,1.788,-0.915
"0-3","Male","IP","All Inpatient",2014,2589.91,125.333,12194.85,212.377,0,0,0
"0-3","Male","IP","All Inpatient",2015,2710.02,125.617,12480.3,217.144,0.046,0.023,0.022
"0-3","Male","IP","All Inpatient",2016,2887.38,136.916,12644.78,228.346,0.065,0.013,0.052
"0-3","Male","IP","All Inpatient",2017,3009.6,144.231,12956.09,232.292,0.042,0.025,0.017
"0-3","Male","IP","Hospice",2014,0.55,0.014,8438.26,0.065,0,0,0
"0-3","Male","IP","Hospice",2015,0.62,0.079,6028.23,0.104,0.134,-0.286,0.588
"0-3","Male","IP","Hospice",2016,0.68,0.062,7273.19,0.094,0.091,0.207,-0.096
"0-3","Male","IP","Hospice",2017,0.72,0.032,13325.79,0.054,0.053,0.832,-0.425
"0-3","Male","IP","Labor/Delivery/Newborns",2014,1708.27,99.668,9305.82,183.569,0,0,0
"0-3","Male","IP","Labor/Delivery/Newborns",2015,1821.74,99.297,9632.36,189.128,0.066,0.035,0.03
"0-3","Male","IP","Labor/Delivery/Newborns",2016,1946.06,111.166,9660.22,201.451,0.068,0.003,0.065
"0-3","Male","IP","Labor/Delivery/Newborns",2017,2004.04,119.032,9690.28,206.809,0.03,0.003,0.027
"0-3","Male","IP","Medical",2014,420.94,21.39,18611.24,22.618,0,0,0
"0-3","Male","IP","Medical",2015,414.41,22.181,18407.93,22.513,-0.016,-0.011,-0.005
"0-3","Male","IP","Medical",2016,461.79,21.75,20685.81,22.324,0.114,0.124,-0.008
"0-3","Male","IP","Medical",2017,479.27,21.693,21771.3,22.014,0.038,0.052,-0.014
"0-3","Male","IP","Mental Health",2014,0.78,0.061,11280.31,0.069,0,0,0
"0-3","Male","IP","Mental Health",2015,5.9,0.083,69117.47,0.085,6.56,5.127,0.234
"0-3","Male","IP","Mental Health",2016,1.39,0.084,14119.73,0.098,-0.765,-0.796,0.153
"0-3","Male","IP","Mental Health",2017,0.69,0.034,12931,0.053,-0.503,-0.084,-0.457
"0-3","Male","IP","Other",2014,1.47,0.223,4612.69,0.319,0,0,0
"0-3","Male","IP","Other",2015,9.46,0.265,24867.05,0.38,5.433,4.391,0.193
"0-3","Male","IP","Other",2016,2.01,0.148,9741.48,0.206,-0.788,-0.608,-0.458
"0-3","Male","IP","Other",2017,0.68,0.14,3782.81,0.18,-0.66,-0.612,-0.125
"0-3","Male","IP","SNF",2014,0.95,0.036,19453.46,0.049,0,0,0
"0-3","Male","IP","SNF",2015,1.37,0.065,17897.22,0.076,0.447,-0.08,0.572
"0-3","Male","IP","SNF",2016,0.7,0.042,5073.09,0.138,-0.488,-0.717,0.806
"0-3","Male","IP","SNF",2017,1.09,0.024,12041.45,0.091,0.56,1.374,-0.343
"0-3","Male","IP","Substance Use",2014,0.01,0,12816,0.001,0,0,0
"0-3","Male","IP","Substance Use",2015,0.37,0.001,180754.28,0.002,40.013,13.104,1.908
"0-3","Male","IP","Substance Use",2016,0.08,0.002,117058.26,0.001,-0.795,-0.352,-0.683
"0-3","Male","IP","Substance Use",2017,0.01,0,14400.15,0.001,-0.82,-0.877,0.461
"0-3","Male","IP","Surgical",2014,456.94,3.94,80343.48,5.687,0,0,0
"0-3","Male","IP","Surgical",2015,456.14,3.646,82237.31,5.547,-0.002,0.024,-0.025
"0-3","Male","IP","Surgical",2016,474.68,3.662,87035.33,5.454,0.041,0.058,-0.017
"0-3","Male","IP","Surgical",2017,523.09,3.276,100061.75,5.228,0.102,0.15,-0.041
"0-3","Male","OP","All Outpatient",2014,901.67,194.406,494.611,1822.98,0,0,0
"0-3","Male","OP","All Outpatient",2015,930.63,208.93,510.339,1823.56,0.032,0.032,0
"0-3","Male","OP","All Outpatient",2016,983.22,224.755,526.125,1868.79,0.057,0.028,0.028
"0-3","Male","OP","All Outpatient",2017,1027.96,239.013,552.745,1859.74,0.046,0.049,-0.003
"0-3","Male","OP","All Outpatient Procedures",2014,285.27,51.627,197.216,1446.47,0,0,0
"0-3","Male","OP","All Outpatient Procedures",2015,289.13,53.92,200.64,1441.05,0.014,0.017,-0.004
"0-3","Male","OP","All Outpatient Procedures",2016,307.27,57.887,198.306,1549.48,0.063,-0.012,0.075
"0-3","Male","OP","All Outpatient Procedures",2017,321.67,61.997,201.591,1595.64,0.047,0.017,0.03
"0-3","Male","OP","Ambulance",2014,50.35,5.019,1108.58,45.417,0,0,0
"0-3","Male","OP","Ambulance",2015,51.92,5.329,1160,44.757,0.031,0.046,-0.015
"0-3","Male","OP","Ambulance",2016,56.19,5.688,1203.1,46.708,0.082,0.037,0.044
"0-3","Male","OP","Ambulance",2017,58.47,5.972,1222.8,47.813,0.04,0.016,0.024
"0-3","Male","OP","DME",2014,23.97,5.656,92.08,260.348,0,0,0
"0-3","Male","OP","DME",2015,24.2,5.705,94.67,255.595,0.009,0.028,-0.018
"0-3","Male","OP","DME",2016,24.06,5.562,78.028,308.351,-0.006,-0.176,0.206
"0-3","Male","OP","DME",2017,23.32,5.612,76.231,305.93,-0.031,-0.023,-0.008
"0-3","Male","OP","Lab",2014,33.21,7.484,71.211,466.312,0,0,0
"0-3","Male","OP","Lab",2015,33.5,8.029,65.5,511.381,0.009,-0.08,0.097
"0-3","Male","OP","Lab",2016,34.71,8.4,62.307,557.139,0.036,-0.049,0.089
"0-3","Male","OP","Lab",2017,37.06,9.296,59.665,621.209,0.068,-0.042,0.115
"0-3","Male","OP","Other Outpatient",2014,127.84,22.369,223.845,571.108,0,0,0
"0-3","Male","OP","Other Outpatient",2015,130.09,23.097,227.42,572.006,0.018,0.016,0.002
"0-3","Male","OP","Other Outpatient",2016,139.94,25.497,239.359,584.63,0.076,0.052,0.022
"0-3","Male","OP","Other Outpatient",2017,150.27,27.687,245.164,612.934,0.074,0.024,0.048
"0-3","Male","OP","Radiology",2014,49.9,11.099,483.12,103.287,0,0,0
"0-3","Male","OP","Radiology",2015,49.44,11.761,497.017,99.465,-0.009,0.029,-0.037
"0-3","Male","OP","Radiology",2016,52.37,12.74,517.726,101.145,0.059,0.042,0.017
"0-3","Male","OP","Radiology",2017,52.55,13.43,517.185,101.601,0.003,-0.001,0.005
"0-3","Male","OP","All Outpatient Visits",2014,616.4,142.779,1637.15,376.507,0,0,0
"0-3","Male","OP","All Outpatient Visits",2015,641.5,155.01,1700.79,377.179,0.041,0.039,0.002
"0-3","Male","OP","All Outpatient Visits",2016,675.95,166.867,1780.15,379.714,0.054,0.047,0.007
"0-3","Male","OP","All Outpatient Visits",2017,706.3,177.016,1894.37,372.841,0.045,0.064,-0.018
"0-3","Male","OP","ER",2014,286.28,84.116,969.766,295.203,0,0,0
"0-3","Male","OP","ER",2015,298.8,92.545,1024.79,291.577,0.044,0.057,-0.012
"0-3","Male","OP","ER",2016,317.54,99.755,1080.95,293.758,0.063,0.055,0.007
"0-3","Male","OP","ER",2017,344.61,109.276,1134.25,303.82,0.085,0.049,0.034
"0-3","Male","OP","Observation",2014,20.13,3.684,1771.17,11.367,0,0,0
"0-3","Male","OP","Observation",2015,20.04,3.641,1826.41,10.974,-0.004,0.031,-0.035
"0-3","Male","OP","Observation",2016,20.87,3.972,1733.44,12.037,0.041,-0.051,0.097
"0-3","Male","OP","Observation",2017,21.25,4.638,1734.85,12.249,0.018,0.001,0.018
"0-3","Male","OP","Surgery",2014,309.99,54.98,4432.38,69.937,0,0,0
"0-3","Male","OP","Surgery",2015,322.66,58.824,4562.06,70.726,0.041,0.029,0.011
"0-3","Male","OP","Surgery",2016,337.54,63.14,4760.96,70.898,0.046,0.044,0.002
"0-3","Male","OP","Surgery",2017,340.44,63.101,5046.44,67.461,0.009,0.06,-0.048
"0-3","Male","PH","Administered Drugs",2014,14.74,0.637,100.927,146.079,0,0,0
"0-3","Male","PH","Administered Drugs",2015,17.65,0.713,127.651,138.271,0.197,0.265,-0.053
"0-3","Male","PH","Administered Drugs",2016,15.82,0.789,118.135,133.916,-0.104,-0.075,-0.031
