"Year","cbsa_title","state","geo_level","metric_type","moment","service_category","service","index_name","index_value","index_change"
2014,"State-OK","OK","State","Index","Mean","Outpatient","Basket","Use",-0.027393959,-0.031596888
2015,"State-OK","OK","State","Index","Mean","Outpatient","Basket","Use",-0.045291055,-0.052406922
2016,"State-OK","OK","State","Index","Mean","Outpatient","Basket","Use",0.03207225,0.061886437
2017,"State-OK","OK","State","Index","Mean","Outpatient","Basket","Use",-0.05152145,0.0020205129
2014,"State-OR","OR","State","Index","Mean","Outpatient","Basket","Use",0.27039218,-0.047954671
2015,"State-OR","OR","State","Index","Mean","Outpatient","Basket","Use",0.075610615,-0.19646172
2016,"State-OR","OR","State","Index","Mean","Outpatient","Basket","Use",0.24470738,-0.036091447
2017,"State-OR","OR","State","Index","Mean","Outpatient","Basket","Use",0.2748231,0.013677078
2014,"State-PA","PA","State","Index","Mean","Outpatient","Basket","Use",0.27722335,0.016071036
2015,"State-PA","PA","State","Index","Mean","Outpatient","Basket","Use",0.29420587,0.026342383
2016,"State-PA","PA","State","Index","Mean","Outpatient","Basket","Use",0.22803441,0.0095236981
2017,"State-PA","PA","State","Index","Mean","Outpatient","Basket","Use",0.29491806,0.093023233
2014,"State-RI","RI","State","Index","Mean","Outpatient","Basket","Use",0.86770809,-0.037832592
2015,"State-RI","RI","State","Index","Mean","Outpatient","Basket","Use",0.81874895,-0.066001728
2016,"State-RI","RI","State","Index","Mean","Outpatient","Basket","Use",0.73049146,-0.078787394
2017,"State-RI","RI","State","Index","Mean","Outpatient","Basket","Use",0.54666746,-0.15458786
2014,"State-SC","SC","State","Index","Mean","Outpatient","Basket","Use",0.19597667,-0.01322262
2015,"State-SC","SC","State","Index","Mean","Outpatient","Basket","Use",0.18276086,-0.02719656
2016,"State-SC","SC","State","Index","Mean","Outpatient","Basket","Use",0.097626224,-0.06416408
2017,"State-SC","SC","State","Index","Mean","Outpatient","Basket","Use",0.11819908,-0.02108385
2014,"State-TN","TN","State","Index","Mean","Outpatient","Basket","Use",-0.12000947,0.0058868742
2015,"State-TN","TN","State","Index","Mean","Outpatient","Basket","Use",-0.11278928,0.010949815
2016,"State-TN","TN","State","Index","Mean","Outpatient","Basket","Use",-0.16877387,-0.01816369
2017,"State-TN","TN","State","Index","Mean","Outpatient","Basket","Use",-0.22885008,-0.064723879
2014,"State-TX","TX","State","Index","Mean","Outpatient","Basket","Use",-0.10470153,0.031872828
2015,"State-TX","TX","State","Index","Mean","Outpatient","Basket","Use",-0.072921924,0.065139085
2016,"State-TX","TX","State","Index","Mean","Outpatient","Basket","Use",-0.014455236,0.1737712
2017,"State-TX","TX","State","Index","Mean","Outpatient","Basket","Use",-0.023293825,0.19440649
2014,"State-UT","UT","State","Index","Mean","Outpatient","Basket","Use",0.17606659,0.020443903
2015,"State-UT","UT","State","Index","Mean","Outpatient","Basket","Use",0.16471693,0.0074170223
2016,"State-UT","UT","State","Index","Mean","Outpatient","Basket","Use",0.14833574,0.029615004
2017,"State-UT","UT","State","Index","Mean","Outpatient","Basket","Use",0.09604273,0.0090544298
2014,"State-VA","VA","State","Index","Mean","Outpatient","Basket","Use",-0.13214917,-0.0067030969
2015,"State-VA","VA","State","Index","Mean","Outpatient","Basket","Use",-0.086917788,0.041778907
2016,"State-VA","VA","State","Index","Mean","Outpatient","Basket","Use",-0.064368077,0.10659268
2017,"State-VA","VA","State","Index","Mean","Outpatient","Basket","Use",-0.12460367,0.06308651
2014,"State-WA","WA","State","Index","Mean","Outpatient","Basket","Use",-0.043316592,-0.11558618
2015,"State-WA","WA","State","Index","Mean","Outpatient","Basket","Use",-0.10466594,-0.17490481
2016,"State-WA","WA","State","Index","Mean","Outpatient","Basket","Use",-0.1317433,-0.17056152
2017,"State-WA","WA","State","Index","Mean","Outpatient","Basket","Use",-0.066529132,-0.084374391
2014,"State-WI","WI","State","Index","Mean","Outpatient","Basket","Use",0.21504049,-0.011088694
2015,"State-WI","WI","State","Index","Mean","Outpatient","Basket","Use",0.19540407,-0.030131185
2016,"State-WI","WI","State","Index","Mean","Outpatient","Basket","Use",0.1853742,-0.0030558666
2017,"State-WI","WI","State","Index","Mean","Outpatient","Basket","Use",0.12217683,-0.030924145
2014,"State-AK","AK","State","Index","Mean","Overall","Basket","Use",0.04597301,0.059973434
2015,"State-AK","AK","State","Index","Mean","Overall","Basket","Use",0.052883584,0.057576451
2016,"State-AK","AK","State","Index","Mean","Overall","Basket","Use",0.051272742,0.05641884
2017,"State-AK","AK","State","Index","Mean","Overall","Basket","Use",0.00014572435,0.0085487403
2014,"State-AR","AR","State","Index","Mean","Overall","Basket","Use",-0.0069264341,0.002090961
2015,"State-AR","AR","State","Index","Mean","Overall","Basket","Use",-0.0083405422,-0.0081518292
2016,"State-AR","AR","State","Index","Mean","Overall","Basket","Use",0.010576059,0.011209076
2017,"State-AR","AR","State","Index","Mean","Overall","Basket","Use",0.010348444,0.014509238
2014,"State-AZ","AZ","State","Index","Mean","Overall","Basket","Use",-0.053825103,-0.034966081
2015,"State-AZ","AZ","State","Index","Mean","Overall","Basket","Use",-0.05740096,-0.047083024
2016,"State-AZ","AZ","State","Index","Mean","Overall","Basket","Use",-0.1096878,-0.09954977
2017,"State-AZ","AZ","State","Index","Mean","Overall","Basket","Use",-0.1101473,-0.096873917
2014,"State-CA","CA","State","Index","Mean","Overall","Basket","Use",-0.18812211,-0.042362098
2015,"State-CA","CA","State","Index","Mean","Overall","Basket","Use",-0.18883042,-0.051627006
2016,"State-CA","CA","State","Index","Mean","Overall","Basket","Use",-0.16585055,-0.02433504
2017,"State-CA","CA","State","Index","Mean","Overall","Basket","Use",-0.15934701,-0.01329694
2014,"State-CO","CO","State","Index","Mean","Overall","Basket","Use",-0.068172693,-0.0294728
2015,"State-CO","CO","State","Index","Mean","Overall","Basket","Use",-0.084327556,-0.054700691
2016,"State-CO","CO","State","Index","Mean","Overall","Basket","Use",-0.10877407,-0.079537027
2017,"State-CO","CO","State","Index","Mean","Overall","Basket","Use",-0.1197958,-0.087748006
2014,"State-CT","CT","State","Index","Mean","Overall","Basket","Use",0.17133097,-0.014161292
2015,"State-CT","CT","State","Index","Mean","Overall","Basket","Use",0.17304969,-0.021412736
2016,"State-CT","CT","State","Index","Mean","Overall","Basket","Use",0.17197382,-0.021883968
2017,"State-CT","CT","State","Index","Mean","Overall","Basket","Use",0.11107311,-0.069475137
2014,"State-DC","DC","State","Index","Mean","Overall","Basket","Use",0.009150452,0.0037614226
2015,"State-DC","DC","State","Index","Mean","Overall","Basket","Use",0.016568871,0.0022320885
2016,"State-DC","DC","State","Index","Mean","Overall","Basket","Use",0.017653884,0.0037392506
2017,"State-DC","DC","State","Index","Mean","Overall","Basket","Use",0.026733674,0.016228788
2014,"State-DE","DE","State","Index","Mean","Overall","Basket","Use",-0.02174183,-0.012706891
2015,"State-DE","DE","State","Index","Mean","Overall","Basket","Use",0.0032971213,0.0036426394
2016,"State-DE","DE","State","Index","Mean","Overall","Basket","Use",0.0050017084,0.0057861558
2017,"State-DE","DE","State","Index","Mean","Overall","Basket","Use",-0.00040957844,0.003861537
2014,"State-FL","FL","State","Index","Mean","Overall","Basket","Use",-0.071832828,-0.039268903
2015,"State-FL","FL","State","Index","Mean","Overall","Basket","Use",-0.087352,-0.063655064
2016,"State-FL","FL","State","Index","Mean","Overall","Basket","Use",-0.097852811,-0.074024968
2017,"State-FL","FL","State","Index","Mean","Overall","Basket","Use",-0.10921234,-0.082493931
2014,"State-GA","GA","State","Index","Mean","Overall","Basket","Use",-0.015295387,-0.094585367
2015,"State-GA","GA","State","Index","Mean","Overall","Basket","Use",-0.0046608704,-0.092869997
2016,"State-GA","GA","State","Index","Mean","Overall","Basket","Use",-0.044333372,-0.12864688
2017,"State-GA","GA","State","Index","Mean","Overall","Basket","Use",-0.020038802,-0.10337773
2014,"State-IA","IA","State","Index","Mean","Overall","Basket","Use",0.069672674,-0.016900687
2015,"State-IA","IA","State","Index","Mean","Overall","Basket","Use",0.084920987,-0.01167105
2016,"State-IA","IA","State","Index","Mean","Overall","Basket","Use",0.082592793,-0.01336197
2017,"State-IA","IA","State","Index","Mean","Overall","Basket","Use",0.10971493,0.014885449
2014,"State-IL","IL","State","Index","Mean","Overall","Basket","Use",-0.043537576,-0.021743089
2015,"State-IL","IL","State","Index","Mean","Overall","Basket","Use",-0.030352892,-0.016995212
2016,"State-IL","IL","State","Index","Mean","Overall","Basket","Use",-0.067489192,-0.054230906
2017,"State-IL","IL","State","Index","Mean","Overall","Basket","Use",-0.0321378,-0.014951426
2014,"State-IN","IN","State","Index","Mean","Overall","Basket","Use",-0.074759133,-0.026166629
2015,"State-IN","IN","State","Index","Mean","Overall","Basket","Use",-0.083302468,-0.043658894
2016,"State-IN","IN","State","Index","Mean","Overall","Basket","Use",-0.085690513,-0.045734327
2017,"State-IN","IN","State","Index","Mean","Overall","Basket","Use",-0.085991159,-0.042719204
2014,"State-KS","KS","State","Index","Mean","Overall","Basket","Use",-0.083701789,-0.04152105
2015,"State-KS","KS","State","Index","Mean","Overall","Basket","Use",-0.11594054,-0.083390966
2016,"State-KS","KS","State","Index","Mean","Overall","Basket","Use",-0.028002894,0.0082238019
2017,"State-KS","KS","State","Index","Mean","Overall","Basket","Use",-0.047137719,-0.0081751496
2014,"State-KY","KY","State","Index","Mean","Overall","Basket","Use",0.16100165,-0.057981797
2015,"State-KY","KY","State","Index","Mean","Overall","Basket","Use",0.059673615,-0.1477726
2016,"State-KY","KY","State","Index","Mean","Overall","Basket","Use",0.045665491,-0.15867177
2017,"State-KY","KY","State","Index","Mean","Overall","Basket","Use",0.077812538,-0.12978053
2014,"State-LA","LA","State","Index","Mean","Overall","Basket","Use",0.053182289,-0.011704589
2015,"State-LA","LA","State","Index","Mean","Overall","Basket","Use",0.07249441,-0.0024488214
2016,"State-LA","LA","State","Index","Mean","Overall","Basket","Use",0.077035628,0.0022118504
2017,"State-LA","LA","State","Index","Mean","Overall","Basket","Use",0.073009759,0.0019499083
2014,"State-MA","MA","State","Index","Mean","Overall","Basket","Use",0.11630447,-0.026627777
2015,"State-MA","MA","State","Index","Mean","Overall","Basket","Use",0.10839592,-0.042038362
2016,"State-MA","MA","State","Index","Mean","Overall","Basket","Use",0.14161968,-0.012893607
2017,"State-MA","MA","State","Index","Mean","Overall","Basket","Use",0.13399346,-0.016066063
2014,"State-MD","MD","State","Index","Mean","Overall","Basket","Use",0.041880012,-0.016154099
2015,"State-MD","MD","State","Index","Mean","Overall","Basket","Use",0.053305667,-0.014127599
2016,"State-MD","MD","State","Index","Mean","Overall","Basket","Use",0.045615941,-0.020898309
2017,"State-MD","MD","State","Index","Mean","Overall","Basket","Use",0.050934225,-0.012484286
2014,"State-ME","ME","State","Index","Mean","Overall","Basket","Use",0.16648379,-0.018755257
2015,"State-ME","ME","State","Index","Mean","Overall","Basket","Use",0.15823334,-0.034279138
2016,"State-ME","ME","State","Index","Mean","Overall","Basket","Use",0.14522953,-0.044705212
2017,"State-ME","ME","State","Index","Mean","Overall","Basket","Use",0.086951241,-0.090154178
2014,"State-MN","MN","State","Index","Mean","Overall","Basket","Use",0.065671392,-0.045758713
2015,"State-MN","MN","State","Index","Mean","Overall","Basket","Use",0.045630772,-0.071952581
2016,"State-MN","MN","State","Index","Mean","Overall","Basket","Use",0.059802864,-0.058964048
2017,"State-MN","MN","State","Index","Mean","Overall","Basket","Use",0.046150204,-0.067845188
2014,"State-MO","MO","State","Index","Mean","Overall","Basket","Use",-0.051052295,-0.014387229
2015,"State-MO","MO","State","Index","Mean","Overall","Basket","Use",-0.056322411,-0.028495988
2016,"State-MO","MO","State","Index","Mean","Overall","Basket","Use",-0.11443329,-0.087922886
2017,"State-MO","MO","State","Index","Mean","Overall","Basket","Use",-0.10277279,-0.072688639
2014,"State-MS","MS","State","Index","Mean","Overall","Basket","Use",-0.02300201,-0.011548163
2015,"State-MS","MS","State","Index","Mean","Overall","Basket","Use",0.0039882171,0.0068096588
2016,"State-MS","MS","State","Index","Mean","Overall","Basket","Use",0.017233932,0.020537369
2017,"State-MS","MS","State","Index","Mean","Overall","Basket","Use",0.029826984,0.036776669
2014,"State-NC","NC","State","Index","Mean","Overall","Basket","Use",0.0075955526,-0.031890269
2015,"State-NC","NC","State","Index","Mean","Overall","Basket","Use",0.028702464,-0.020318205
2016,"State-NC","NC","State","Index","Mean","Overall","Basket","Use",-0.00011784191,-0.047349952
2017,"State-NC","NC","State","Index","Mean","Overall","Basket","Use",0.012587406,-0.031878266
2014,"State-ND","ND","State","Index","Mean","Overall","Basket","Use",-0.57986212,0.053782124
2015,"State-ND","ND","State","Index","Mean","Overall","Basket","Use",-0.57259923,0.062554494
2016,"State-ND","ND","State","Index","Mean","Overall","Basket","Use",0.066398509,1.6523129
2017,"State-ND","ND","State","Index","Mean","Overall","Basket","Use",0.055711269,1.6348947
2014,"State-NE","NE","State","Index","Mean","Overall","Basket","Use",0.071618095,-0.0043885945
2015,"State-NE","NE","State","Index","Mean","Overall","Basket","Use",0.096884944,0.010108007
2016,"State-NE","NE","State","Index","Mean","Overall","Basket","Use",0.088355221,0.0026900843
2017,"State-NE","NE","State","Index","Mean","Overall","Basket","Use",0.081526957,-0.00012368699
2014,"State-NH","NH","State","Index","Mean","Overall","Basket","Use",0.10333299,-0.044252884
2015,"State-NH","NH","State","Index","Mean","Overall","Basket","Use",0.079930484,-0.072766513
2016,"State-NH","NH","State","Index","Mean","Overall","Basket","Use",0.099460907,-0.055585999
2017,"State-NH","NH","State","Index","Mean","Overall","Basket","Use",0.10609701,-0.046570204
2014,"State-NJ","NJ","State","Index","Mean","Overall","Basket","Use",0.1336076,-0.0023079189
2015,"State-NJ","NJ","State","Index","Mean","Overall","Basket","Use",0.1552197,0.0077557419
2016,"State-NJ","NJ","State","Index","Mean","Overall","Basket","Use",0.18318561,0.032601815
2017,"State-NJ","NJ","State","Index","Mean","Overall","Basket","Use",0.18052037,0.03387104
2014,"State-NM","NM","State","Index","Mean","Overall","Basket","Use",-0.09611176,-0.012738545
2015,"State-NM","NM","State","Index","Mean","Overall","Basket","Use",-0.11835926,-0.045521811
2016,"State-NM","NM","State","Index","Mean","Overall","Basket","Use",-0.13916841,-0.067643791
2017,"State-NM","NM","State","Index","Mean","Overall","Basket","Use",-0.13502647,-0.059888501
2014,"State-NV","NV","State","Index","Mean","Overall","Basket","Use",-0.24550962,-0.039558921
2015,"State-NV","NV","State","Index","Mean","Overall","Basket","Use",-0.25619954,-0.061508443
2016,"State-NV","NV","State","Index","Mean","Overall","Basket","Use",-0.26621181,-0.073737726
2017,"State-NV","NV","State","Index","Mean","Overall","Basket","Use",-0.27068204,-0.076167934
2014,"State-NY","NY","State","Index","Mean","Overall","Basket","Use",0.20085394,-0.0076933298
2015,"State-NY","NY","State","Index","Mean","Overall","Basket","Use",0.22377563,0.0023385608
2016,"State-NY","NY","State","Index","Mean","Overall","Basket","Use",0.26839006,0.03933315
2017,"State-NY","NY","State","Index","Mean","Overall","Basket","Use",0.2484735,0.02658321
2014,"State-OH","OH","State","Index","Mean","Overall","Basket","Use",0.040469814,-0.015532602
2015,"State-OH","OH","State","Index","Mean","Overall","Basket","Use",0.036545053,-0.027886549
2016,"State-OH","OH","State","Index","Mean","Overall","Basket","Use",0.047821879,-0.016882224
2017,"State-OH","OH","State","Index","Mean","Overall","Basket","Use",0.056880321,-0.0049228086
2014,"State-OK","OK","State","Index","Mean","Overall","Basket","Use",-0.040389519,-0.021093279
2015,"State-OK","OK","State","Index","Mean","Overall","Basket","Use",-0.036998417,-0.026288625
2016,"State-OK","OK","State","Index","Mean","Overall","Basket","Use",-0.043571871,-0.032513537
2017,"State-OK","OK","State","Index","Mean","Overall","Basket","Use",-0.044452127,-0.030030936
2014,"State-OR","OR","State","Index","Mean","Overall","Basket","Use",-0.084939063,-0.0053835497
2015,"State-OR","OR","State","Index","Mean","Overall","Basket","Use",-0.094472989,-0.024417626
